"period","zone","age","measure","value"
"2002-2004","S01002314","All","Count",15
"2009-2011","S01002314","All","Count",16
"2010-2012","S01002314","19 And Under","Count",0
"2000-2002","S01002314","19 And Under","Count",0
"2000-2002","S01002314","All","Count",12
"2011-2013","S01002314","19 And Under","Count",0
"2008-2010","S01002314","All","Count",17
"2001-2003","S01002314","19 And Under","Ratio",0
"2002-2004","S01002314","19 And Under","Ratio",0
"2003-2005","S01002314","19 And Under","Ratio",0
"2004-2006","S01002314","19 And Under","Ratio",0
"2005-2007","S01002314","19 And Under","Ratio",0
"2006-2008","S01002314","19 And Under","Ratio",0
"2007-2009","S01002314","19 And Under","Ratio",0
"2008-2010","S01002314","19 And Under","Ratio",0
"2009-2011","S01002314","19 And Under","Ratio",0
"2010-2012","S01002314","19 And Under","Ratio",0
"2000-2002","S01002314","19 And Under","Ratio",0
"2011-2013","S01002314","19 And Under","Ratio",0
"2003-2005","S01002314","35 And Over","Ratio","16.67"
"2008-2010","S01002314","35 And Over","Ratio","11.76"
"2009-2011","S01002314","35 And Over","Ratio","6.25"
"2002-2004","S01002314","35 And Over","Ratio",20
"2000-2002","S01002314","35 And Over","Ratio","16.67"
"2004-2006","S01002314","35 And Over","Ratio","12.5"
"2005-2007","S01002314","35 And Over","Ratio","13.33"
"2001-2003","S01002314","35 And Over","Ratio","9.09"
"2006-2008","S01002314","35 And Over","Ratio","17.65"
"2007-2009","S01002314","35 And Over","Ratio","21.05"
"2011-2013","S01002314","35 And Over","Ratio",0
"2010-2012","S01002314","35 And Over","Ratio",0
"2008-2010","S01002315","35 And Over","Count",2
"2003-2005","S01002315","All","Count",2
"2000-2002","S01002315","35 And Over","Count",0
"2001-2003","S01002315","19 And Under","Count",1
"2007-2009","S01002315","All","Count",9
"2002-2004","S01002315","19 And Under","Count",1
"2009-2011","S01002315","35 And Over","Count",1
"2011-2013","S01002315","35 And Over","Count",1
"2001-2003","S01002315","All","Count",4
"2003-2005","S01002315","19 And Under","Count",1
"2006-2008","S01002315","All","Count",7
"2004-2006","S01002315","19 And Under","Count",0
"2005-2007","S01002315","35 And Over","Count",0
"2002-2004","S01002315","35 And Over","Count",1
"2006-2008","S01002315","35 And Over","Count",1
"2004-2006","S01002315","35 And Over","Count",1
"2005-2007","S01002315","19 And Under","Count",1
"2010-2012","S01002315","35 And Over","Count",1
"2003-2005","S01002315","35 And Over","Count",1
"2004-2006","S01002315","All","Count",2
"2006-2008","S01002315","19 And Under","Count",1
"2011-2013","S01002315","All","Count",2
"2007-2009","S01002315","35 And Over","Count",2
"2001-2003","S01002315","35 And Over","Count",0
"2005-2007","S01002315","All","Count",3
"2007-2009","S01002315","19 And Under","Count",1
"2008-2010","S01002315","19 And Under","Count",0
"2010-2012","S01002315","All","Count",3
"2009-2011","S01002315","19 And Under","Count",0
"2002-2004","S01002315","All","Count",4
"2009-2011","S01002315","All","Count",4
"2010-2012","S01002315","19 And Under","Count",1
"2000-2002","S01002315","19 And Under","Count",0
"2000-2002","S01002315","All","Count",5
"2011-2013","S01002315","19 And Under","Count",1
"2008-2010","S01002315","All","Count",8
"2001-2003","S01002315","19 And Under","Ratio",25
"2002-2004","S01002315","19 And Under","Ratio",25
"2003-2005","S01002315","19 And Under","Ratio",50
"2004-2006","S01002315","19 And Under","Ratio",0
"2005-2007","S01002315","19 And Under","Ratio","33.33"
"2006-2008","S01002315","19 And Under","Ratio","14.29"
"2007-2009","S01002315","19 And Under","Ratio","11.11"
"2008-2010","S01002315","19 And Under","Ratio",0
"2009-2011","S01002315","19 And Under","Ratio",0
"2010-2012","S01002315","19 And Under","Ratio","33.33"
"2000-2002","S01002315","19 And Under","Ratio",0
"2011-2013","S01002315","19 And Under","Ratio",50
"2003-2005","S01002315","35 And Over","Ratio",50
"2008-2010","S01002315","35 And Over","Ratio",25
"2009-2011","S01002315","35 And Over","Ratio",25
"2002-2004","S01002315","35 And Over","Ratio",25
"2000-2002","S01002315","35 And Over","Ratio",0
"2004-2006","S01002315","35 And Over","Ratio",50
"2005-2007","S01002315","35 And Over","Ratio",0
"2001-2003","S01002315","35 And Over","Ratio",0
"2006-2008","S01002315","35 And Over","Ratio","14.29"
"2007-2009","S01002315","35 And Over","Ratio","22.22"
"2011-2013","S01002315","35 And Over","Ratio",50
"2010-2012","S01002315","35 And Over","Ratio","33.33"
"2008-2010","S01002316","35 And Over","Count",2
"2003-2005","S01002316","All","Count",9
"2000-2002","S01002316","35 And Over","Count",2
"2001-2003","S01002316","19 And Under","Count",1
"2007-2009","S01002316","All","Count",9
"2002-2004","S01002316","19 And Under","Count",0
"2009-2011","S01002316","35 And Over","Count",1
"2011-2013","S01002316","35 And Over","Count",2
"2001-2003","S01002316","All","Count",10
"2003-2005","S01002316","19 And Under","Count",0
"2006-2008","S01002316","All","Count",8
"2004-2006","S01002316","19 And Under","Count",0
"2005-2007","S01002316","35 And Over","Count",3
"2002-2004","S01002316","35 And Over","Count",3
"2006-2008","S01002316","35 And Over","Count",5
"2004-2006","S01002316","35 And Over","Count",2
"2005-2007","S01002316","19 And Under","Count",0
"2010-2012","S01002316","35 And Over","Count",1
"2003-2005","S01002316","35 And Over","Count",2
"2004-2006","S01002316","All","Count",7
"2006-2008","S01002316","19 And Under","Count",0
"2011-2013","S01002316","All","Count",2
"2007-2009","S01002316","35 And Over","Count",4
"2001-2003","S01002316","35 And Over","Count",3
"2005-2007","S01002316","All","Count",7
"2007-2009","S01002316","19 And Under","Count",0
"2008-2010","S01002316","19 And Under","Count",0
"2010-2012","S01002316","All","Count",2
"2009-2011","S01002316","19 And Under","Count",0
"2002-2004","S01002316","All","Count",9
"2009-2011","S01002316","All","Count",5
"2010-2012","S01002316","19 And Under","Count",0
"2000-2002","S01002316","19 And Under","Count",1
"2000-2002","S01002316","All","Count",9
"2011-2013","S01002316","19 And Under","Count",0
"2008-2010","S01002316","All","Count",7
"2001-2003","S01002316","19 And Under","Ratio",10
"2002-2004","S01002316","19 And Under","Ratio",0
"2003-2005","S01002316","19 And Under","Ratio",0
"2004-2006","S01002316","19 And Under","Ratio",0
"2005-2007","S01002316","19 And Under","Ratio",0
"2006-2008","S01002316","19 And Under","Ratio",0
"2007-2009","S01002316","19 And Under","Ratio",0
"2008-2010","S01002316","19 And Under","Ratio",0
"2009-2011","S01002316","19 And Under","Ratio",0
"2010-2012","S01002316","19 And Under","Ratio",0
"2000-2002","S01002316","19 And Under","Ratio","11.11"
"2011-2013","S01002316","19 And Under","Ratio",0
"2003-2005","S01002316","35 And Over","Ratio","22.22"
"2008-2010","S01002316","35 And Over","Ratio","28.57"
"2009-2011","S01002316","35 And Over","Ratio",20
"2002-2004","S01002316","35 And Over","Ratio","33.33"
"2000-2002","S01002316","35 And Over","Ratio","22.22"
"2004-2006","S01002316","35 And Over","Ratio","28.57"
"2005-2007","S01002316","35 And Over","Ratio","42.86"
"2001-2003","S01002316","35 And Over","Ratio",30
"2006-2008","S01002316","35 And Over","Ratio","62.5"
"2007-2009","S01002316","35 And Over","Ratio","44.44"
"2011-2013","S01002316","35 And Over","Ratio",100
"2010-2012","S01002316","35 And Over","Ratio",50
"2008-2010","S01002317","35 And Over","Count",14
"2003-2005","S01002317","All","Count",28
"2000-2002","S01002317","35 And Over","Count",2
"2001-2003","S01002317","19 And Under","Count",4
"2007-2009","S01002317","All","Count",62
"2002-2004","S01002317","19 And Under","Count",2
"2009-2011","S01002317","35 And Over","Count",15
"2011-2013","S01002317","35 And Over","Count",16
"2001-2003","S01002317","All","Count",22
"2003-2005","S01002317","19 And Under","Count",1
"2006-2008","S01002317","All","Count",55
"2004-2006","S01002317","19 And Under","Count",0
"2005-2007","S01002317","35 And Over","Count",6
"2002-2004","S01002317","35 And Over","Count",4
"2006-2008","S01002317","35 And Over","Count",8
"2004-2006","S01002317","35 And Over","Count",6
"2005-2007","S01002317","19 And Under","Count",0
"2010-2012","S01002317","35 And Over","Count",16
"2003-2005","S01002317","35 And Over","Count",6
"2004-2006","S01002317","All","Count",34
"2006-2008","S01002317","19 And Under","Count",2
"2011-2013","S01002317","All","Count",50
"2007-2009","S01002317","35 And Over","Count",11
"2001-2003","S01002317","35 And Over","Count",3
"2005-2007","S01002317","All","Count",41
"2007-2009","S01002317","19 And Under","Count",3
"2008-2010","S01002317","19 And Under","Count",3
"2010-2012","S01002317","All","Count",66
"2009-2011","S01002317","19 And Under","Count",1
"2002-2004","S01002317","All","Count",22
"2009-2011","S01002317","All","Count",72
"2010-2012","S01002317","19 And Under","Count",1
"2000-2002","S01002317","19 And Under","Count",3
"2000-2002","S01002317","All","Count",18
"2011-2013","S01002317","19 And Under","Count",1
"2008-2010","S01002317","All","Count",77
"2001-2003","S01002317","19 And Under","Ratio","18.18"
"2002-2004","S01002317","19 And Under","Ratio","9.09"
"2003-2005","S01002317","19 And Under","Ratio","3.57"
"2004-2006","S01002317","19 And Under","Ratio",0
"2005-2007","S01002317","19 And Under","Ratio",0
"2006-2008","S01002317","19 And Under","Ratio","3.64"
"2007-2009","S01002317","19 And Under","Ratio","4.84"
"2008-2010","S01002317","19 And Under","Ratio","3.9"
"2009-2011","S01002317","19 And Under","Ratio","1.39"
"2010-2012","S01002317","19 And Under","Ratio","1.52"
"2000-2002","S01002317","19 And Under","Ratio","16.67"
"2011-2013","S01002317","19 And Under","Ratio",2
"2003-2005","S01002317","35 And Over","Ratio","21.43"
"2008-2010","S01002317","35 And Over","Ratio","18.18"
"2009-2011","S01002317","35 And Over","Ratio","20.83"
"2002-2004","S01002317","35 And Over","Ratio","18.18"
"2000-2002","S01002317","35 And Over","Ratio","11.11"
"2004-2006","S01002317","35 And Over","Ratio","17.65"
"2005-2007","S01002317","35 And Over","Ratio","14.63"
"2001-2003","S01002317","35 And Over","Ratio","13.64"
"2006-2008","S01002317","35 And Over","Ratio","14.55"
"2007-2009","S01002317","35 And Over","Ratio","17.74"
"2011-2013","S01002317","35 And Over","Ratio",32
"2010-2012","S01002317","35 And Over","Ratio","24.24"
"2008-2010","S01002318","35 And Over","Count",7
"2003-2005","S01002318","All","Count",16
"2000-2002","S01002318","35 And Over","Count",5
"2001-2003","S01002318","19 And Under","Count",4
"2007-2009","S01002318","All","Count",31
"2002-2004","S01002318","19 And Under","Count",4
"2009-2011","S01002318","35 And Over","Count",9
"2011-2013","S01002318","35 And Over","Count",4
"2001-2003","S01002318","All","Count",14
"2003-2005","S01002318","19 And Under","Count",3
"2006-2008","S01002318","All","Count",16
"2004-2006","S01002318","19 And Under","Count",3
"2005-2007","S01002318","35 And Over","Count",1
"2002-2004","S01002318","35 And Over","Count",2
"2006-2008","S01002318","35 And Over","Count",0
"2004-2006","S01002318","35 And Over","Count",2
"2005-2007","S01002318","19 And Under","Count",2
"2010-2012","S01002318","35 And Over","Count",4
"2003-2005","S01002318","35 And Over","Count",2
"2004-2006","S01002318","All","Count",13
"2006-2008","S01002318","19 And Under","Count",5
"2011-2013","S01002318","All","Count",17
"2007-2009","S01002318","35 And Over","Count",6
"2001-2003","S01002318","35 And Over","Count",3
"2005-2007","S01002318","All","Count",9
"2007-2009","S01002318","19 And Under","Count",5
"2008-2010","S01002318","19 And Under","Count",4
"2010-2012","S01002318","All","Count",15
"2009-2011","S01002318","19 And Under","Count",1
"2002-2004","S01002318","All","Count",16
"2009-2011","S01002318","All","Count",29
"2010-2012","S01002318","19 And Under","Count",1
"2000-2002","S01002318","19 And Under","Count",7
"2000-2002","S01002318","All","Count",15
"2011-2013","S01002318","19 And Under","Count",2
"2008-2010","S01002318","All","Count",32
"2001-2003","S01002318","19 And Under","Ratio","28.57"
"2002-2004","S01002318","19 And Under","Ratio",25
"2003-2005","S01002318","19 And Under","Ratio","18.75"
"2004-2006","S01002318","19 And Under","Ratio","23.08"
"2005-2007","S01002318","19 And Under","Ratio","22.22"
"2006-2008","S01002318","19 And Under","Ratio","31.25"
"2007-2009","S01002318","19 And Under","Ratio","16.13"
"2008-2010","S01002318","19 And Under","Ratio","12.5"
"2009-2011","S01002318","19 And Under","Ratio","3.45"
"2010-2012","S01002318","19 And Under","Ratio","6.67"
"2000-2002","S01002318","19 And Under","Ratio","46.67"
"2011-2013","S01002318","19 And Under","Ratio","11.76"
"2003-2005","S01002318","35 And Over","Ratio","12.5"
"2008-2010","S01002318","35 And Over","Ratio","21.88"
"2009-2011","S01002318","35 And Over","Ratio","31.03"
"2002-2004","S01002318","35 And Over","Ratio","12.5"
"2000-2002","S01002318","35 And Over","Ratio","33.33"
"2004-2006","S01002318","35 And Over","Ratio","15.38"
"2005-2007","S01002318","35 And Over","Ratio","11.11"
"2001-2003","S01002318","35 And Over","Ratio","21.43"
"2006-2008","S01002318","35 And Over","Ratio",0
"2007-2009","S01002318","35 And Over","Ratio","19.35"
"2011-2013","S01002318","35 And Over","Ratio","23.53"
"2010-2012","S01002318","35 And Over","Ratio","26.67"
"2008-2010","S01002319","35 And Over","Count",3
"2003-2005","S01002319","All","Count",11
"2000-2002","S01002319","35 And Over","Count",2
"2001-2003","S01002319","19 And Under","Count",3
"2007-2009","S01002319","All","Count",13
"2002-2004","S01002319","19 And Under","Count",2
"2009-2011","S01002319","35 And Over","Count",4
"2011-2013","S01002319","35 And Over","Count",2
"2001-2003","S01002319","All","Count",14
"2003-2005","S01002319","19 And Under","Count",2
"2006-2008","S01002319","All","Count",15
"2004-2006","S01002319","19 And Under","Count",1
"2005-2007","S01002319","35 And Over","Count",2
"2002-2004","S01002319","35 And Over","Count",0
"2006-2008","S01002319","35 And Over","Count",2
"2004-2006","S01002319","35 And Over","Count",1
"2005-2007","S01002319","19 And Under","Count",0
"2010-2012","S01002319","35 And Over","Count",2
"2003-2005","S01002319","35 And Over","Count",1
"2004-2006","S01002319","All","Count",12
"2006-2008","S01002319","19 And Under","Count",1
"2011-2013","S01002319","All","Count",15
"2007-2009","S01002319","35 And Over","Count",4
"2001-2003","S01002319","35 And Over","Count",2
"2005-2007","S01002319","All","Count",13
"2007-2009","S01002319","19 And Under","Count",1
"2008-2010","S01002319","19 And Under","Count",2
"2010-2012","S01002319","All","Count",16
"2009-2011","S01002319","19 And Under","Count",3
"2002-2004","S01002319","All","Count",9
"2009-2011","S01002319","All","Count",15
"2010-2012","S01002319","19 And Under","Count",4
"2000-2002","S01002319","19 And Under","Count",4
"2000-2002","S01002319","All","Count",16
"2011-2013","S01002319","19 And Under","Count",4
"2008-2010","S01002319","All","Count",14
"2001-2003","S01002319","19 And Under","Ratio","21.43"
"2002-2004","S01002319","19 And Under","Ratio","22.22"
"2003-2005","S01002319","19 And Under","Ratio","18.18"
"2004-2006","S01002319","19 And Under","Ratio","8.33"
"2005-2007","S01002319","19 And Under","Ratio",0
"2006-2008","S01002319","19 And Under","Ratio","6.67"
"2007-2009","S01002319","19 And Under","Ratio","7.69"
"2008-2010","S01002319","19 And Under","Ratio","14.29"
"2009-2011","S01002319","19 And Under","Ratio",20
"2010-2012","S01002319","19 And Under","Ratio",25
"2000-2002","S01002319","19 And Under","Ratio",25
"2011-2013","S01002319","19 And Under","Ratio","26.67"
"2003-2005","S01002319","35 And Over","Ratio","9.09"
"2008-2010","S01002319","35 And Over","Ratio","21.43"
"2009-2011","S01002319","35 And Over","Ratio","26.67"
"2002-2004","S01002319","35 And Over","Ratio",0
"2000-2002","S01002319","35 And Over","Ratio","12.5"
"2004-2006","S01002319","35 And Over","Ratio","8.33"
"2005-2007","S01002319","35 And Over","Ratio","15.38"
"2001-2003","S01002319","35 And Over","Ratio","14.29"
"2006-2008","S01002319","35 And Over","Ratio","13.33"
"2007-2009","S01002319","35 And Over","Ratio","30.77"
"2011-2013","S01002319","35 And Over","Ratio","13.33"
"2010-2012","S01002319","35 And Over","Ratio","12.5"
"2008-2010","S01002320","35 And Over","Count",8
"2003-2005","S01002320","All","Count",13
"2000-2002","S01002320","35 And Over","Count",2
"2001-2003","S01002320","19 And Under","Count",0
"2007-2009","S01002320","All","Count",21
"2002-2004","S01002320","19 And Under","Count",0
"2009-2011","S01002320","35 And Over","Count",7
"2011-2013","S01002320","35 And Over","Count",4
"2001-2003","S01002320","All","Count",7
"2003-2005","S01002320","19 And Under","Count",0
